"","FinalID","tax_rank","phylum","class","order","family","genus","BOLD_Records","BOLD_Records_USA","BOLD_Records_CA","BOLD_Records_SW","BOLD_Records_COI","BOLD_Records_COI_USA","BOLD_Records_COI_CA","BOLD_Records_COI_SW"
"1","Abranda modestina","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Abranda",0,0,0,0,0,0,0,0
"2","Abronia maritima","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",3,3,3,3,0,0,0,0
"3","Abronia villosa","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",7,6,6,6,0,0,0,0
"4","Acanthinucella spirata","species","Mollusca","Gastropoda","Neogastropoda","Muricidae","Acanthinucella",73,26,26,26,69,22,22,22
"5","Acanthodoris brunnea","species","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris",3,0,0,0,3,0,0,0
"6","Acanthodoris rhodoceras","species","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris",5,4,4,4,5,4,4,4
"7","Acanthogobius flavimanus","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Acanthogobius",12,3,3,3,12,3,3,3
"8","Acantholithodes hispidus","species","Arthropoda","Malacostraca","Decapoda","Hapalogastridae","Acantholithodes",6,0,0,0,6,0,0,0
"9","Acanthomunna tannerensis","species","Arthropoda","Malacostraca","Isopoda","Dendrotionidae","Acanthomunna",0,0,0,0,0,0,0,0
"10","Acanthomysis californica","species","Arthropoda","Malacostraca","Mysida","Mysidae","Acanthomysis",0,0,0,0,0,0,0,0
"11","Acharax johnsoni","species","Mollusca","Bivalvia","Solemyida","Solemyidae","Acharax",3,0,0,0,3,0,0,0
"12","Achelia echinata","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia",4,0,0,0,2,0,0,0
"13","Achelia simplissima","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia",0,0,0,0,0,0,0,0
"14","Acidostoma hancocki","species","Arthropoda","Malacostraca","Amphipoda","Acidostomatidae","Acidostoma",0,0,0,0,0,0,0,0
"15","Acila castrensis","species","Mollusca","Bivalvia","Nuculida","Nuculidae","Acila",8,6,0,0,4,2,0,0
"16","Acipenser medirostris","species","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser",31,17,10,10,23,17,10,10
"17","Acipenser transmontanus","species","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser",27,7,1,1,18,7,1,1
"18","Acmispon glaber","species","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Acmispon",18,6,6,6,0,0,0,0
"19","Acoetes pacifica","species","Annelida","Polychaeta","Phyllodocida","Acoetidae","Acoetes",2,2,2,2,2,2,2,2
"20","Aconitum columbianum","species","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aconitum",8,1,0,0,0,0,0,0
"21","Acromegalomma pigmentum","species","Annelida","Polychaeta","Sabellida","Sabellidae","Acromegalomma",0,0,0,0,0,0,0,0
"22","Acromegalomma splendidum","species","Annelida","Polychaeta","Sabellida","Sabellidae","Acromegalomma",0,0,0,0,0,0,0,0
"23","Acteocina carinata","species","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","Acteocina",0,0,0,0,0,0,0,0
"24","Acteocina cerealis","species","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","Acteocina",0,0,0,0,0,0,0,0
"25","Acteocina culcitella","species","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","Acteocina",0,0,0,0,0,0,0,0
"26","Acteocina harpa","species","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","Acteocina",3,0,0,0,0,0,0,0
"27","Acteocina inculta","species","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","Acteocina",0,0,0,0,0,0,0,0
"28","Acteon traskii","species","Mollusca","Gastropoda","Cephalaspidea","Acteonidae","Acteon",0,0,0,0,0,0,0,0
"29","Actinemys marmorata","species","Chordata","Reptilia","Testudines","Emydidae","Actinemys",5,2,1,1,5,2,1,1
"30","Acuminodeutopus heteruropus","species","Arthropoda","Malacostraca","Amphipoda","Unciolidae","Acuminodeutopus",0,0,0,0,0,0,0,0
"31","Admete californica","species","Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete",0,0,0,0,0,0,0,0
"32","Admete gracilior","species","Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete",1,1,1,1,0,0,0,0
"33","Admete viridula","species","Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete",8,0,0,0,8,0,0,0
"34","Adontorhina cyclia","species","Mollusca","Bivalvia","Lucinida","Thyasiridae","Adontorhina",4,4,0,0,2,2,0,0
"35","Adontorhina lynnae","species","Mollusca","Bivalvia","Lucinida","Thyasiridae","Adontorhina",0,0,0,0,0,0,0,0
"36","Aegires albopunctatus","species","Mollusca","Gastropoda","Nudibranchia","Aegiridae","Aegires",4,2,1,1,4,2,1,1
"37","Aeolidia loui","species","Mollusca","Gastropoda","Nudibranchia","Aeolidiidae","Aeolidia",0,0,0,0,0,0,0,0
"38","Agarophyton vermiculophyllum","species","Rhodophyta","Florideophyceae","Gracilariales","Gracilariaceae","Agarophyton",74,40,0,0,74,40,0,0
"39","Aglaja ocelligera","species","Mollusca","Gastropoda","Cephalaspidea","Aglajidae","Aglaja",1,1,1,1,1,1,1,1
"40","Aglaophamus paucilamellata","species","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Aglaophamus",0,0,0,0,0,0,0,0
"41","Aglaophamus verrilli","species","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Aglaophamus",0,0,0,0,0,0,0,0
"42","Agnezia septentrionalis","species","Chordata","Ascidiacea","Phlebobranchia","Agneziidae","Agnezia",0,0,0,0,0,0,0,0
"43","Agrostis gigantea","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",62,6,0,0,0,0,0,0
"44","Akanthophoreus gracilis","species","Arthropoda","Malacostraca","Tanaidacea","Akanthophoreidae","Akanthophoreus",0,0,0,0,0,0,0,0
"45","Akanthophoreus phillipsi","species","Arthropoda","Malacostraca","Tanaidacea","Akanthophoreidae","Akanthophoreus",0,0,0,0,0,0,0,0
"46","Alaria marginata","species","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria",36,3,3,3,30,2,2,2
"47","Alderia willowi","species","Mollusca","Gastropoda",NA,"Limapontiidae","Alderia",64,2,1,1,64,2,1,1
"48","Alia aurantiaca","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Mitrella",0,0,0,0,0,0,0,0
"49","Alia carinata","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia",87,19,19,19,79,14,14,14
"50","Alia gausapata","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia",14,1,0,0,9,0,0,0
"51","Alia permodesta","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Astyris",0,0,0,0,0,0,0,0
"52","Alienacanthomysis macropsis","species","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis",6,0,0,0,6,0,0,0
"53","Alisma lanceolatum","species","Magnoliophyta","Liliopsida","Alismatales","Alismataceae","Alisma",19,0,0,0,0,0,0,0
"54","Alitta succinea","species","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta",1,0,0,0,1,0,0,0
"55","Allocentrotus fragilis","species","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Allocentrotus",2,2,0,0,2,2,0,0
"56","Alloclinus holderi","species","Chordata","Actinopterygii","Blenniiformes","Labrisomidae","Alloclinus",3,1,1,1,3,1,1,1
"57","Alnus alnobetula","species","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Alnus",8,0,0,0,0,0,0,0
"58","Alnus rubra","species","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Alnus",19,3,0,0,0,0,0,0
"59","Alosa sapidissima","species","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa",75,20,1,1,47,12,1,1
"60","Alpheopsis equidactylus","species","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheopsis",0,0,0,0,0,0,0,0
"61","Alpheus bellimanus","species","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus",2,0,0,0,2,0,0,0
"62","Alpheus californiensis","species","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus",0,0,0,0,0,0,0,0
"63","Alpheus clamator","species","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus",3,0,0,0,3,0,0,0
"64","Alternanthera philoxeroides","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera",25,16,0,3,0,0,0,0
"65","Alternaria conoidea","species","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",1,0,0,0,0,0,0,0
"66","Alvania compacta","species","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania",9,7,0,0,7,6,0,0
"67","Alvania rosana","species","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania",2,0,0,0,1,0,0,0
"68","Alvania tumida","species","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania",0,0,0,0,0,0,0,0
"69","Amaeana occidentalis","species","Annelida","Polychaeta","Terebellida","Terebellidae","Amaeana",21,1,1,1,21,1,1,1
"70","Amage anops","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Amage",4,4,1,1,0,0,0,0
"71","Amage longibranchiata","species","Annelida","Polychaeta",NA,"Ampharetidae","Amage",0,0,0,0,0,0,0,0
"72","Amage scutata","species","Annelida","Polychaeta",NA,"Ampharetidae","Amage",0,0,0,0,0,0,0,0
"73","Amakusanthura californiensis","species","Arthropoda","Malacostraca","Isopoda","Anthuridae","Amakusanthura",0,0,0,0,0,0,0,0
"74","Amastigos acutus","species","Annelida","Polychaeta",NA,"Capitellidae","Amastigos",0,0,0,0,0,0,0,0
"75","Amathia distans","species","Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia",0,0,0,0,0,0,0,0
"76","Amathia verticillata","species","Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia",2,0,0,0,2,0,0,0
"77","Amathimysis trigibba","species","Arthropoda","Malacostraca","Mysida","Mysidae","Amathimysis",0,0,0,0,0,0,0,0
"78","Ambidexter panamensis","species","Arthropoda","Malacostraca","Decapoda","Processidae","Ambidexter",0,0,0,0,0,0,0,0
"79","Amblyops abbreviatus","species","Arthropoda","Malacostraca","Mysida","Mysidae","Amblyops",1,0,0,0,1,0,0,0
"80","Ambrosia chamissonis","species","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia",11,4,4,4,0,0,0,0
"81","Ameiurus catus","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",13,10,0,0,12,9,0,0
"82","Ameiurus melas","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",181,5,0,0,171,5,0,0
"83","Ameiurus natalis","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",59,34,0,2,49,34,0,2
"84","Ameiurus nebulosus","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",102,16,0,0,93,15,0,0
"85","Americardia biangulata","species","Mollusca","Bivalvia","Cardiida","Cardiidae","Americardia",0,0,0,0,0,0,0,0
"86","Americhelidium rectipalmum","species","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium",0,0,0,0,0,0,0,0
"87","Americhelidium shoemakeri","species","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium",0,0,0,0,0,0,0,0
"88","Americorophium salmonis","species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium",0,0,0,0,0,0,0,0
"89","Ameritella cadieni","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Ameritella",0,0,0,0,0,0,0,0
"90","Ameritella carpenteri","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Ameritella",0,0,0,0,0,0,0,0
"91","Amiantis callosa","species","Mollusca","Bivalvia","Venerida","Veneridae","Amiantis",0,0,0,0,0,0,0,0
"92","Ammophila arenaria","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Ammophila",36,0,0,0,0,0,0,0
"93","Ammothea hilgendorfi","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Ammothea",6,0,0,0,6,0,0,0
"94","Ammothella setosa","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Ammothella",0,0,0,0,0,0,0,0
"95","Ammothella spinifera","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Ammothella",2,0,0,0,2,0,0,0
"96","Ampelisca agassizi","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",9,9,9,9,6,6,6,6
"97","Ampelisca amblyopsoides","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"98","Ampelisca brachycladus","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",3,3,3,3,3,3,3,3
"99","Ampelisca brevisimulata","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",3,3,3,3,2,2,2,2
"100","Ampelisca careyi","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",18,17,17,17,11,10,10,10
"101","Ampelisca coeca","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"102","Ampelisca cucullata","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"103","Ampelisca furcigera","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"104","Ampelisca hancocki","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",1,1,1,1,0,0,0,0
"105","Ampelisca indentata","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"106","Ampelisca lobata","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"107","Ampelisca milleri","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"108","Ampelisca pacifica","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",1,1,1,1,1,1,1,1
"109","Ampelisca plumosa","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"110","Ampelisca pugetica","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",6,6,6,6,5,5,5,5
"111","Ampelisca romigi","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",0,0,0,0,0,0,0,0
"112","Ampelisciphotis podophthalma","species","Arthropoda","Malacostraca","Amphipoda","Photidae","Ampelisciphotis",0,0,0,0,0,0,0,0
"113","Ampharete acutifrons","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",11,11,5,5,10,10,4,4
"114","Ampharete cornuta","species","Annelida","Polychaeta",NA,"Ampharetidae","Ampharete",0,0,0,0,0,0,0,0
"115","Ampharete finmarchica","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",2,1,0,0,2,1,0,0
"116","Ampharete goesi","species","Annelida","Polychaeta",NA,"Ampharetidae","Ampharete",0,0,0,0,0,0,0,0
"117","Ampharete labrops","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",6,2,1,1,4,1,0,0
"118","Ampharete lineata","species","Annelida","Polychaeta",NA,"Ampharetidae","Ampharete",0,0,0,0,0,0,0,0
"119","Ampharete manriquei","species","Annelida","Polychaeta",NA,"Ampharetidae","Ampharete",0,0,0,0,0,0,0,0
"120","Amphichondrius granulatus","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphichondrius",4,4,4,4,2,2,2,2
"121","Amphicteis glabra","species","Annelida","Polychaeta",NA,"Ampharetidae","Amphicteis",0,0,0,0,0,0,0,0
"122","Amphicteis mucronata","species","Annelida","Polychaeta",NA,"Ampharetidae","Amphicteis",0,0,0,0,0,0,0,0
"123","Amphicteis scaphobranchiata","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Amphicteis",1,1,1,1,1,1,1,1
"124","Amphideutopus oculatus","species","Arthropoda","Malacostraca","Amphipoda","Kamakidae","Amphideutopus",4,4,4,4,3,3,3,3
"125","Amphinemertes caeca","species","Nemertea","Hoplonemertea","Monostilifera","Tetrastemmatidae","Amphinemertes",0,0,0,0,0,0,0,0
"126","Amphiodia digitata","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",0,0,0,0,0,0,0,0
"127","Amphiodia periercta","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",0,0,0,0,0,0,0,0
"128","Amphiodia psara","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",1,0,0,0,1,0,0,0
"129","Amphiodia urtica","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",13,11,9,9,11,9,7,7
"130","Amphioplus strongyloplax","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphioplus",2,2,1,1,0,0,0,0
"131","Amphipholis pugetana","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis",4,4,0,0,2,2,0,0
"132","Amphipholis squamata","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis",65,22,4,4,53,21,4,4
"133","Amphiporus californicus","species","Nemertea","Hoplonemertea","Monostilifera","Amphiporidae","Amphiporus",0,0,0,0,0,0,0,0
"134","Amphiporus cruentatus","species","Nemertea","Hoplonemertea","Monostilifera","Amphiporidae","Amphiporus",3,3,0,0,3,3,0,0
"135","Amphiporus flavescens","species","Nemertea","Hoplonemertea","Monostilifera","Amphiporidae","Amphiporus",0,0,0,0,0,0,0,0
"136","Amphisamytha bioculata","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Amphisamytha",2,1,0,0,2,1,0,0
"137","Amphissa bicolor","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa",0,0,0,0,0,0,0,0
"138","Amphissa undata","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa",0,0,0,0,0,0,0,0
"139","Amphissa versicolor","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa",1,0,0,0,1,0,0,0
"140","Amphistichus argenteus","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Amphistichus",5,5,5,5,5,5,5,5
"141","Amphiura arcystata","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiura",0,0,0,0,0,0,0,0
"142","Amphiura diomedeae","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiura",0,0,0,0,0,0,0,0
"143","Ampithoe lacertosa","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",27,2,2,2,27,2,2,2
"144","Ampithoe longimana","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",36,4,0,0,36,4,0,0
"145","Ampithoe plumulosa","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",6,1,1,1,6,1,1,1
"146","Ampithoe ramondi","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",13,1,0,0,13,1,0,0
"147","Ampithoe valida","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",86,19,3,3,86,19,3,3
"148","Amygdalum pallidulum","species","Mollusca","Bivalvia","Mytilida","Mytilidae","Amygdalum",0,0,0,0,0,0,0,0
"149","Anagallis arvensis","species","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis",52,5,3,3,0,0,0,0
"150","Anamixis pacifica","species","Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Anamixis",0,0,0,0,0,0,0,0
"151","Ananthura luna","species","Arthropoda","Malacostraca","Isopoda","Antheluridae","Ananthura",0,0,0,0,0,0,0,0
"152","Anatanais pseudonormani","species","Arthropoda","Malacostraca","Tanaidacea","Tanaididae","Anatanais",0,0,0,0,0,0,0,0
"153","Anatoma kelseyi","species","Mollusca","Gastropoda","Lepetellida","Anatomidae","Anatoma",0,0,0,0,0,0,0,0
"154","Anchicolurus occidentalis","species","Arthropoda","Malacostraca","Cumacea","Diastylidae","Anchicolurus",0,0,0,0,0,0,0,0
"155","Anchoa compressa","species","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Anchoa",2,1,0,0,2,1,0,0
"156","Ancinus granulatus","species","Arthropoda","Malacostraca","Isopoda","Ancinidae","Ancinus",0,0,0,0,0,0,0,0
"157","Ancistrosyllis groenlandica","species","Annelida","Polychaeta","Phyllodocida","Pilargidae","Ancistrosyllis",2,0,0,0,2,0,0,0
"158","Ancistrosyllis hamata","species","Annelida","Polychaeta","Phyllodocida","Pilargidae","Ancistrosyllis",0,0,0,0,0,0,0,0
"159","Angustassiminea californica","species","Mollusca","Gastropoda","Littorinimorpha","Assimineidae","Angustassiminea",0,0,0,0,0,0,0,0
"160","Anisotremus davidsonii","species","Chordata","Actinopterygii","Perciformes","Haemulidae","Anisotremus",5,1,1,1,5,1,1,1
"161","Annuloplatidia horni","species","Brachiopoda","Rhynchonellata","Terebratulida","Platidiidae","Annuloplatidia",0,0,0,0,0,0,0,0
"162","Anobothrus gracilis","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Anobothrus",2,1,0,0,2,1,0,0
"163","Anomia peruviana","species","Mollusca","Bivalvia","Pectinida","Anomiidae","Anomia",0,0,0,0,0,0,0,0
"164","Anonyx lilljeborgi","species","Arthropoda","Malacostraca","Amphipoda","Uristidae","Anonyx",9,2,2,2,9,2,2,2
"165","Anoplodactylus californicus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",9,0,0,0,9,0,0,0
"166","Anoplodactylus erectus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",1,0,0,0,1,0,0,0
"167","Anoplodactylus nodosus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",0,0,0,0,0,0,0,0
"168","Anoplodactylus oculospinus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",0,0,0,0,0,0,0,0
"169","Anoplodactylus pacificus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",0,0,0,0,0,0,0,0
"170","Anoplodactylus viridintestinalis","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",1,0,0,0,1,0,0,0
"171","Anoropallene palpida","species","Arthropoda","Pycnogonida","Pantopoda","Callipallenidae","Anoropallene",0,0,0,0,0,0,0,0
"172","Anotomastus gordiodes","species","Annelida","Polychaeta",NA,"Capitellidae","Anotomastus",0,0,0,0,0,0,0,0
"173","Antalis pretiosa","species","Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Antalis",0,0,0,0,0,0,0,0
"174","Antalis pretiosum","species","Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Antalis",0,0,0,0,0,0,0,0
"175","Anthoptilum grandiflorum","species","Cnidaria","Anthozoa","Pennatulacea","Anthoptilidae","Anthoptilum",16,5,0,0,10,5,0,0
"176","Antiplanes catalinae","species","Mollusca","Gastropoda","Neogastropoda","Pseudomelatomidae","Antiplanes",0,0,0,0,0,0,0,0
"177","Antiplanes thalea","species","Mollusca","Gastropoda","Neogastropoda","Pseudomelatomidae","Antiplanes",0,0,0,0,0,0,0,0
"178","Aoroides columbiae","species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides",3,3,1,1,3,3,1,1
"179","Aoroides exilis","species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides",0,0,0,0,0,0,0,0
"180","Aoroides inermis","species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides",0,0,0,0,0,0,0,0
"181","Aoroides intermedius","species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides",5,1,0,0,5,1,0,0
"182","Aphelochaeta glandaria","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",5,5,0,0,5,5,0,0
"183","Aphelochaeta monilaris","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",2,2,0,0,2,2,0,0
"184","Aphelochaeta petersenae","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",2,2,2,2,2,2,2,2
"185","Aphelochaeta phillipsi","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",1,1,1,1,1,1,1,1
"186","Aphelochaeta tigrina","species","Annelida","Polychaeta",NA,"Cirratulidae","Aphelochaeta",0,0,0,0,0,0,0,0
"187","Aphelochaeta williamsae","species","Annelida","Polychaeta",NA,"Cirratulidae","Aphelochaeta",0,0,0,0,0,0,0,0
"188","Aphrodita japonica","species","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Aphrodita",0,0,0,0,0,0,0,0
"189","Aphrodita refulgida","species","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Aphrodita",1,1,1,1,1,1,1,1
"190","Apionsoma misakianum","species","Annelida","Sipuncula","Phascolosomatida","Phascolosomatidae","Apionsoma",7,3,0,0,7,3,0,0
"191","Apionsoma murinae","species","Sipuncula","Phascolosomatidea","Phascolosomatiformes","Phascolosomatidae","Apionsoma",0,0,0,0,0,0,0,0
"192","Apistobranchus ornatus","species","Annelida","Polychaeta",NA,"Apistobranchidae","Apistobranchus",0,0,0,0,0,0,0,0
"193","Aplysia californica","species","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia",16,2,1,1,8,2,1,1
"194","Aplysia vaccaria","species","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia",5,2,2,2,4,1,1,1
"195","Aplysiopsis enteromorphae","species","Mollusca","Gastropoda",NA,"Hermaeidae","Aplysiopsis",10,10,9,9,10,10,9,9
"196","Apodichthys flavidus","species","Chordata","Actinopterygii","Scorpaeniformes","Pholidae","Apodichthys",17,1,0,0,13,1,0,0
"197","Apolochus barnardi","species","Arthropoda","Malacostraca","Amphipoda","Amphilochidae","Apolochus",0,0,0,0,0,0,0,0
"198","Apolochus picadurus","species","Arthropoda","Malacostraca","Amphipoda","Amphilochidae","Apolochus",0,0,0,0,0,0,0,0
"199","Apomatus geniculatus","species","Annelida","Polychaeta","Sabellida","Serpulidae","Apomatus",0,0,0,0,0,0,0,0
"200","Apostichopus californicus","species","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus",7,0,0,0,7,0,0,0
"201","Apostichopus parvimensis","species","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus",3,1,1,1,3,1,1,1
"202","Apseudomorpha glebosa","species","Arthropoda","Malacostraca","Tanaidacea","Metapseudidae","Apseudomorpha",0,0,0,0,0,0,0,0
"203","Arabella iricolor","species","Annelida","Polychaeta","Eunicida","Oenonidae","Arabella",8,7,0,0,7,6,0,0
"204","Arabella protomutans","species","Annelida","Polychaeta","Eunicida","Oenonidae","Arabella",0,0,0,0,0,0,0,0
"205","Araphura breviaria","species","Arthropoda","Malacostraca","Tanaidacea","Tanaellidae","Araphura",1,1,0,0,0,0,0,0
"206","Araphura cuspirostris","species","Arthropoda","Malacostraca","Tanaidacea","Tanaellidae","Araphura",0,0,0,0,0,0,0,0
"207","Archaeomysis grebnitzkii","species","Arthropoda","Malacostraca","Mysida","Mysidae","Archaeomysis",3,1,0,0,3,1,0,0
