"Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Subgenus","species","Describer","Taxon"
"SILICEA",,,,,,,,,,,,,,,,,,"SILICEA"
"SILICEA",,,"Hexactinellida",,,,,,,,,,,,,,,"Hexactinellida"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,,,,,,,,,,,,"Hexasterophora"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Sceptrulophora",,,,,,,,,,,"Sceptrulophora"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Sceptrulophora",,,,"Aphrocallistidae",,,,,,,"Aphrocallistidae"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Sceptrulophora",,,,"Aphrocallistidae",,,"Aphrocallistes",,,,"Aphrocallistes sp"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Sceptrulophora",,,,"Aphrocallistidae",,,"Aphrocallistes",,"vastus","Schulze 1886","Aphrocallistes vastus"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,,,,,,,,"Lyssacinosida"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae",,,,,,,"Rossellidae"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Rossellinae",,,,,,"Rossellinae"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Rossellinae",,"Aphorme",,,,"Aphorme sp"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Rossellinae",,"Aphorme",,"horrida","Schultze 1899","Aphorme horrida"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Acanthascinae",,,,,,"Acanthascinae"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Acanthascinae",,"Rhabdocalyptus",,,,"Rhabdocalyptus sp"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Acanthascinae",,"Rhabdocalyptus",,"dawsoni","(Lambe 1893)","Rhabdocalyptus dawsoni"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Acanthascinae",,"Staurocalyptus",,,,"Staurocalyptus sp"
"SILICEA",,,"Hexactinellida","Hexasterophora",,,"Lyssacinosida",,,,"Rossellidae","Acanthascinae",,"Staurocalyptus",,"dowlingi","(Lambe 1893)","Staurocalyptus dowlingi"
"SILICEA",,,"Demospongiae",,,,,,,,,,,,,,,"Demospongiae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,,,,,,,,,,,,"Heteroscleromorpha"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,,,,,,,,"Haplosclerida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,,,,,"Chalinidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Chalinula",,,,"Chalinula sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Chalinula",,"ecbasis","(de Laubenfels 1930)","Chalinula ecbasis"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Chalinula",,"loosanoffi","(Hartman 1958)","Chalinula loosanoffi"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Haliclona",,,,"Haliclona sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Haliclona","(Flagellia)","edaphus","(de Laubenfels 1930)","Haliclona (Flagellia) edaphus"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Haliclona","(Halichoclona)","gellindra","(de Laubenfels 1932)","Haliclona (Halichoclona) gellindra"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Haliclona","(Rhizoniera)","enamela","de Laubenfels 1930","Haliclona (Rhizoniera) enamela"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Niphatidae",,,,,,,"Niphatidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Niphatidae",,,"Niphates",,,,"Niphates sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Niphatidae",,,"Niphates",,"lunisimilis","(de Laubenfels 1930)","Niphates lunisimilis"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Petrosiidae",,,,,,,"Petrosiidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Petrosiidae",,,"Neopetrosia",,,,"Neopetrosia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Petrosiidae",,,"Neopetrosia",,"zumi","(Ristau 1978)","Neopetrosia zumi"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Petrosiidae",,,"Xestospongia",,,,"Xestospongia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Petrosiidae",,,"Xestospongia",,"dubia","(Ristau 1978)","Xestospongia dubia"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,,,,,,,,"Axinellida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Axinellidae",,,,,,,"Axinellidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Axinellidae",,,"Axinella",,,,"Axinella"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Axinellidae",,,"Axinella",,"sp",,"Axinella sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Axinellidae",,,"Dragmacidon",,,,"Dragmacidon"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Axinellidae",,,"Dragmacidon",,"sp",,"Dragmacidon sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae",,,,,,,"Raspailiidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Raspailiinae",,,,,,"Raspailiinae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Raspailiinae",,"Raspailia",,,,"Raspailia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Raspailiinae",,"Raspailia","(Raspaxilla)","hyle","de Laubenfels 1930","Raspailia (Raspaxilla) hyle"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Cyamoninae",,,,,,"Cyamoninae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Cyamoninae",,"Cyamon",,,,"Cyamon sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Cyamoninae",,"Cyamon",,"neon","de Laubenfels 1930","Cyamon neon"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Cyamoninae",,"Trikentrion",,,,"Trikentrion sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Cyamoninae",,"Trikentrion",,"catalina","(Sim & Bakus 1986)","Trikentrion catalina"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Stelligeridae",,,,,,,"Stelligeridae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Stelligeridae",,,"Higginsia",,,,"Higginsia"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Stelligeridae",,,"Higginsia",,"sp",,"Higginsia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida",,,,,,,,,,,"Tetractinellida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Spirophorina",,,,,,,,,,"Spirophorina"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Spirophorina",,,"Tetillidae",,,,,,,"Tetillidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Spirophorina",,,"Tetillidae",,,"Craniella",,,,"Craniella sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Spirophorina",,,"Tetillidae",,,"Craniella",,"arb","(de Laubenfels 1930)","Craniella arb"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,,,,,,,,"Astrophorina"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Ancorinidae",,,,,,,"Ancorinidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Ancorinidae",,,"Stelletta",,,,"Stelletta sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Ancorinidae",,,"Stelletta",,"clarella","de Laubenfels 1930","Stelletta clarella"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae",,,,,,,"Geodiidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Geodiinae",,,,,,"Geodiinae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Geodiinae",,"Geodia",,,,"Geodia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Geodiinae",,"Geodia",,"gibberosa","Lamarck 1815","Geodia gibberosa"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Geodiinae",,"Geodia",,"mesotriaena","von Ledenfeld 1910","Geodia mesotriaena"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Erylinae",,,,,,"Erylinae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Erylinae",,"Penares",,,,"Penares sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Erylinae",,"Penares",,"cortius","de Laubenfels 1930","Penares cortius"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Geodiidae","Erylinae",,"Penares",,"saccharis","(de Laubenfels 1930)","Penares saccharis"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Vulcanellidae",,,,,,,"Vulcanellidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Vulcanellidae",,,"Poecillastra",,,,"Poecillastra sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Vulcanellidae",,,"Poecillastra",,"tenuilaminaris","(Sollas 1886)","Poecillastra tenuilaminaris"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Vulcanellidae",,,"Vulcanella",,,,"Vulcanella sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Vulcanellidae",,,"Vulcanella",,"sp A","(Green & Bakus 1994)","Vulcanella sp A"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,,,,,,,,"Poecilosclerida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Acarnidae",,,,,,,"Acarnidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Acarnidae",,,"Acarnus",,,,"Acarnus sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Acarnidae",,,"Acarnus",,"erithacus","de Laubenfels 1927","Acarnus erithacus"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Acarnidae",,,"Iophon",,,,"Iophon sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Acarnidae",,,"Iophon",,"rayae","(Bakus 1966)","Iophon rayae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae",,,,,,,"Microcionidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,,,,,"Microcioninae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria",,,,"Clathria sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria","(Clathria)","asodes","(de Laubenfels 1930)","Clathria (Clathria) asodes"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria","(Microciona)","microjoanna","(de Laubenfels 1930)","Clathria (Microciona) microjoanna"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria","(Microciona)","parthena","(de Laubenfels 1930)","Clathria (Microciona) parthena"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria","(Microciona)","pennata","(Lambe 1895)","Clathria (Microciona) pennata"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria","(Microciona)","spongigartina","(de Laubenfels 1930)","Clathria (Microciona) spongigartina"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Microcioninae",,"Clathria","(Thalysias)","originalis","(de Laubenfels 1930)","Clathria (Thalysias) originalis"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Ophlitaspongiinae",,,,,,"Ophlitaspongiinae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Ophlitaspongiinae",,"Antho",,,,"Antho sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Ophlitaspongiinae",,"Antho","(Acarnia)","illgi","(Bakus 1966)","Antho (Acarnia) illgi"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Microcionidae","Ophlitaspongiinae",,"Antho","(Acarnia)","karykina","(de Laubenfels 1927)","Antho (Acarnia) karykina"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Hymedesmiidae",,,,,,,"Hymedesmiidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Hymedesmiidae",,,"Acanthancora",,,,"Acanthancora sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Hymedesmiidae",,,"Acanthancora",,"cyanocrypta","(de Laubenfels 1930)","Acanthancora cyanocrypta"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Coelosphaeridae",,,,,,,"Coelosphaeridae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Coelosphaeridae",,,"Forcepia",,,,"Forcepia"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Coelosphaeridae",,,"Forcepia",,"sp",,"Forcepia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Coelosphaeridae",,,"Lissodendoryx",,,,"Lissodendoryx sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Coelosphaeridae",,,"Lissodendoryx",,"firma","(Lambe 1895)","Lissodendoryx firma"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Myxillidae",,,,,,,"Myxillidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Myxillidae",,,"Myxilla",,,,"Myxilla sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Myxillidae",,,"Myxilla",,"incrustans","(Johnston 1842)","Myxilla incrustans"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Myxillidae",,,"Plocamiancora",,,,"Plocamiancora sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Myxillidae",,,"Plocamiancora",,"igzo","(de Laubenfels 1932)","Plocamiancora igzo"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Tedaniidae",,,,,,,"Tedaniidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Tedaniidae",,,"Tedania",,,,"Tedania sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Tedaniidae",,,"Tedania","(Tedaniopsis)","gurjanovae","Koltun 1958","Tedania (Tedaniopsis) gurjanovae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Mycalidae",,,,,,,"Mycalidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Mycalidae",,,"Mycale",,,,"Mycale sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Mycalidae",,,"Mycale",,"psila","(de Laubenfels 1930)","Mycale psila"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Clionaida",,,,,,,,,,,"Clionaida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Clionaida",,,,"Clionaidae",,,,,,,"Clionaidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Clionaida",,,,"Clionaidae",,,"Cliona",,,,"Cliona sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Clionaida",,,,"Clionaidae",,,"Cliona",,"californiana","(de Laubenfels 1932)","Cliona californiana"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Clionaida",,,,"Clionaidae",,,"Spheciospongia",,,,"Spheciospongia sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Clionaida",,,,"Clionaidae",,,"Spheciospongia",,"confoederata","de Laubenfels 1930","Spheciospongia confoederata"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,,,,,,,,"Tethyida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,"Tethyidae",,,,,,,"Tethyida family Tethyidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,"Tethyidae",,,"Tethya",,,,"Tethya sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,"Tethyidae",,,"Tethya",,"californiana","de Laubenfels 1932","Tethya californiana"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,"Timeidae",,,,,,,"Timeidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,"Timeidae",,,"Timea",,,,"Timea sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Tethyida",,,,"Timeidae",,,"Timea",,"authia","de Laubenfels 1930","Timea authia"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,,,,,,,,"Suberitida"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Suberitidae",,,,,,,"Suberitidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Suberitidae",,,"Suberites",,,,"Suberites sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Suberitidae",,,"Suberites",,"latus","Lambe 1893","Suberites latus"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,,,,,"Halichondriidae"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,"Halichondria",,,,"Halichondria sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,"Halichondria",,"bowerbanki","Burton 1930","Halichondria bowerbanki"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,"Halichondria",,"panicea","(Pallas 1766)","Halichondria panicea"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,"Hymeniacidon",,,,"Hymeniacidon sp"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,"Hymeniacidon",,"sinapium","de Laubenfels 1930","Hymeniacidon sinapium"
"SILICEA",,,"Demospongiae","Heteroscleromorpha",,,"Suberitida",,,,"Halichondriidae",,,"Hymeniacidon",,"ungodon","de Laubenfels 1932","Hymeniacidon ungodon"
"SILICEA",,,"Demospongiae","Keratosa",,,,,,,,,,,,,,"Keratosa"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,,,,,,,,"Dictyoceratida"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Dysideidae",,,,,,,"Dysideidae"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Dysideidae",,,"Dysidea",,,,"Dysidea sp"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Dysideidae",,,"Dysidea",,"amblia","(de Laubenfels 1930)","Dysidea amblia"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Dysideidae",,,"?Dysidea",,,,"?Dysidea sp"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Dysideidae",,,"?Dysidea",,"fragilis","(Montagu 1814)","?Dysidea fragilis"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Spongiidae",,,,,,,"Spongiidae"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Spongiidae",,,"Leiosella",,,,"Leiosella sp"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Spongiidae",,,"Leiosella",,"idia","(de Laubenfels 1932)","Leiosella idia"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Thorectidae",,,,,,,"Thorectidae"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Thorectidae","Thorectinae",,,,,,"Thorectinae"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Thorectidae","Thorectinae",,"Aplysinopsis",,,,"Aplysinopsis"
"SILICEA",,,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Thorectidae","Thorectinae",,"Aplysinopsis",,"sp",,"Aplysinopsis sp"
"SILICEA",,,"Demospongiae","Verongimorpha",,,,,,,,,,,,,,"Verongimorpha"
"SILICEA",,,"Demospongiae","Verongimorpha",,,"Verongiida",,,,,,,,,,,"Verongiida"
"SILICEA",,,"Demospongiae","Verongimorpha",,,"Verongiida",,,,"Aplysinidae",,,,,,,"Aplysinidae"
"SILICEA",,,"Demospongiae","Verongimorpha",,,"Verongiida",,,,"Aplysinidae",,,"Ailochroia",,,,"Ailochroia sp"
"SILICEA",,,"Demospongiae","Verongimorpha",,,"Verongiida",,,,"Aplysinidae",,,"Ailochroia",,"thiona","(de Laubenfels 1930)","Ailochroia thiona"
"CALCAREA",,,,,,,,,,,,,,,,,,"CALCAREA"
"CALCAREA",,,"Calcerea",,,,,,,,,,,,,,,"Calcerea"
"CALCAREA",,,"Calcerea","Calcinea",,,,,,,,,,,,,,"Calcinea"
"CALCAREA",,,"Calcerea","Calcinea",,,"Clathrinida",,,,,,,,,,,"Clathrinida"
"CALCAREA",,,"Calcerea","Calcinea",,,"Clathrinida",,,,"Clathrinidae",,,,,,,"Clathrinidae"
"CALCAREA",,,"Calcerea","Calcinea",,,"Clathrinida",,,,"Clathrinidae",,,"Clathrina",,,,"Clathrina sp"
"CALCAREA",,,"Calcerea","Calcinea",,,"Clathrinida",,,,"Clathrinidae",,,"Clathrina",,"clathrus","(Schmidt 1864)","Clathrina clathrus"
"CALCAREA",,,"Calcerea","Calcaronea",,,,,,,,,,,,,,"Calcaronea"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,,,,,,,,"Leucosolenida"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Leucosoleniidae",,,,,,,"Leucosoleniidae"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Leucosoleniidae",,,"Leucosolenia",,,,"Leucosolenia sp"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Leucosoleniidae",,,"Leucosolenia",,"eleanor","Urban 1906","Leucosolenia eleanor"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Leucosoleniidae",,,"Leucosolenia",,"nautilia","de Laubenfels 1930","Leucosolenia nautilia"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Grantiidae",,,,,,,"Grantiidae"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Grantiidae",,,"Leucandra",,,,"Leucandra sp"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Grantiidae",,,"Leucandra",,"heathi","Urban 1906","Leucandra heathi"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Grantiidae",,,"Leucandra",,"losangelensis","(de Laubenfels 1930)","Leucandra losangelensis"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Amphoriscidae",,,,,,,"Amphoriscidae"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Amphoriscidae",,,"Leucilla",,,,"Leucilla sp"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Amphoriscidae",,,"Leucilla",,"nuttingi","(Urban 1902)","Leucilla nuttingi"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Sycettidae",,,,,,,"Sycettidae"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Sycettidae",,,"Sycon",,,,"Sycon sp"
"CALCAREA",,,"Calcerea","Calcaronea",,,"Leucosolenida",,,,"Sycettidae",,,"Sycon",,"ciliatum","(Fabricius 1780)","Sycon ciliatum"
"CNIDARIA",,,,,,,,,,,,,,,,,,"CNIDARIA"
"CNIDARIA",,,"Staurozoa",,,,,,,,,,,,,,,"Staurozoa"
"CNIDARIA",,,"Staurozoa",,,,"Stauromedusae",,,,,,,,,,,"Stauromedusae"
"CNIDARIA",,,"Staurozoa",,,,"Stauromedusae","Myostaurida",,,,,,,,,,"Myostaurida"
