"Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Subgenus","species","Describer","Taxon"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Photoidea","Photidae",,,"Photis",,"sp E","SCAMIT 1995 º","Photis sp E"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Photoidea","Photidae",,,"Photis",,"sp OC1","Diener 1992 º","Photis sp OC1"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Photoidea","Photidae",,,"Photis",,"sp OC2","Pasko 2014 º","Photis sp OC2"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Photoidea","Photidae",,,"Photis",,"sp SD9","Pasko 1999 º","Photis sp SD9"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Photoidea","Photidae",,,"Podoceropsis",,,,"Podoceropsis sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Photoidea","Photidae",,,"Podoceropsis",,"ociosa","(J. L. Barnard 1962)","Podoceropsis ociosa"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea",,,,,,,,"Aoridea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,,,,,"Aoridae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,,,"Aoroides sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"columbiae","Walker 1898","Aoroides columbiae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"exilis","Conlan & Bousfield 1982","Aoroides exilis"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"inermis","Conlan & Bousfield 1982","Aoroides inermis"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"intermedia","Conlan & Bousfield 1982","Aoroides intermedia"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"secundus","Gurjanova 1938","Aoroides secundus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"spinosa","Conlan & Bousfield 1982","Aoroides spinosa"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Aoroides",,"sp A","SCAMIT 1996 º","Aoroides sp A"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Bemlos",,,,"Bemlos sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Bemlos",,"audbettius","(J. L. Barnard 1962)","Bemlos audbettius"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Bemlos",,"concavus","(Stout 1913)","Bemlos concavus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Bemlos",,"macromanus","Shoemaker 1925","Bemlos macromanus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Columbaora",,,,"Columbaora sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Columbaora",,"cyclocoxa","Conlan & Bousfield 1982","Columbaora cyclocoxa"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Grandidierella",,,,"Grandidierella sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Grandidierella",,"japonica","Stephensen 1938","Grandidierella japonica"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Paramicrodeutopus",,,,"Paramicrodeutopus sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Aoridae",,,"Paramicrodeutopus",,"schmitti","(Shoemaker 1942)","Paramicrodeutopus schmitti"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae",,,,,,,"Unciolidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae","Acuminodeutopinae",,,,,,"Acuminodeutopinae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae","Acuminodeutopinae",,"Acuminodeutopus",,,,"Acuminodeutopus sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae","Acuminodeutopinae",,"Acuminodeutopus",,"heteruropus","J. L. Barnard in J. L. Barnard & Reish 1959","Acuminodeutopus heteruropus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae","Acuminodeutopinae",,"Rudilemboides",,,,"Rudilemboides sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae","Acuminodeutopinae",,"Rudilemboides",,"stenopropodus","J. L. Barnard in J. L. Barnard & Reish 1959","Rudilemboides stenopropodus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Aoridea","Unciolidae","Acuminodeutopinae",,"Rudilemboides",,"sp A","SCAMIT 1998 º","Rudilemboides sp A"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Cheluroidea",,,,,,,,"Cheluroidea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Cheluroidea","Cheluridae",,,,,,,"Cheluridae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Cheluroidea","Cheluridae",,,"Chelura",,,,"Chelura sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Cheluroidea","Cheluridae",,,"Chelura",,"terebrans","Phillipi 1839","Chelura terebrans"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Chevalioidea",,,,,,,,"Chevalioidea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Chevalioidea","Chevaliidae",,,,,,,"Chevaliidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Chevalioidea","Chevaliidae",,,"Chevalia",,,,"Chevalia sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Chevalioidea","Chevaliidae",,,"Chevalia",,"inaequalis","(Stout 1913)","Chevalia inaequalis"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea",,,,,,,,"Corophioidea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae",,,,,,,"Ampithoidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,,,,,"Ampithoinae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,,,"Ampithoe sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"lacertosa","Bate 1858","Ampithoe lacertosa"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"longimana","Smith 1873","Ampithoe longimana"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"plumulosa","Shoemaker 1938","Ampithoe plumulosa"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"pollex","Kunkel 1910","Ampithoe pollex"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"ramondi","Audouin 1826","Ampithoe ramondi"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"sectimanus","Conlan & Bousfield 1982","Ampithoe sectimanus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"simulans","Alderman 1936","Ampithoe simulans"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Ampithoe",,"valida","Smith 1873","Ampithoe valida"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Cymadusa",,,,"Cymadusa sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Cymadusa",,"uncinata","(Stout 1912)","Cymadusa uncinata"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Sunamphitoe",,,,"Sunamphitoe sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Sunamphitoe",,"humeralis","(Stimpson 1864)","Sunamphitoe humeralis"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Sunamphitoe",,"lindbergi","(Gurjanova 1938)","Sunamphitoe lindbergi"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Sunamphitoe",,"mea","(Gurjanova 1938)","Sunamphitoe mea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Sunamphitoe",,"plea","(J. L. Barnard 1965)","Sunamphitoe plea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae","Ampithoinae",,"Sunamphitoe",,"tea","(J. L. Barnard 1965)","Sunamphitoe tea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae",,,,,,,"Corophiidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,,,,,"Corophiinae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Americorophium",,,,"Americorophium sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Americorophium",,"salmonis","(Stimpson 1857)","Americorophium salmonis"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Americorophium",,"stimpsoni","(Shoemaker 1941)","Americorophium stimpsoni"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Laticorophium",,,,"Laticorophium sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Laticorophium",,"baconi","(Shoemaker 1934)","Laticorophium baconi"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Monocorophium",,,,"Monocorophium sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Monocorophium",,"acherusicum","(Costa 1857)","Monocorophium acherusicum"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Monocorophium",,"californianum","(Shoemaker 1934)","Monocorophium californianum"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Monocorophium",,"insidiosum","(Crawford 1937)","Monocorophium insidiosum"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Monocorophium",,"uenoi","(Stephensen 1932)","Monocorophium uenoi"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Sinocorophium",,,,"Sinocorophium sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Sinocorophium",,"alienense","(Chapman 1988)","Sinocorophium alienense"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Corophiinae",,"Sinocorophium",,"heteroceratum","(Yu 1932)","Sinocorophium heteroceratum"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Protomedeiinae",,,,,,"Protomedeiinae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Protomedeiinae",,"Cheiriphotis",,,,"Cheiriphotis sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Protomedeiinae",,"Cheiriphotis",,"megacheles","Giles 1883","Cheiriphotis megacheles"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Protomedeiinae",,"Protomedeia",,,,"Protomedeia sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Corophiidae","Protomedeiinae",,"Protomedeia",,"articulata Cmplx",,"Protomedeia articulata Cmplx"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida",,,,,,,,,"Talitrida"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea",,,,,,,,"Talitroidea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Dogielinotidae",,,,,,,"Dogielinotidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Dogielinotidae",,,"Allorchestes",,,,"Allorchestes sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Dogielinotidae",,,"Allorchestes",,"angusta","Dana 1856","Allorchestes angusta"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Dogielinotidae",,,"Allorchestes",,"rickeri","Hendrycks & Bousfield 2001","Allorchestes rickeri"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Dogielinotidae",,,"Parhyalella",,,,"Parhyalella"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Dogielinotidae",,,"Parhyalella",,"sp",,"Parhyalella sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalellidae",,,,,,,"Hyalellidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalellidae",,,"Hyalella",,,,"Hyalella sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalellidae",,,"Hyalella",,"azteca","(Saussure 1858)","Hyalella azteca"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae",,,,,,,"Hyalidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,,,,,"Hyalinae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Apohyale",,,,"Apohyale sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Apohyale",,"californica","(J. L. Barnard 1969)","Apohyale californica"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Parallorchestes",,,,"Parallorchestes sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Parallorchestes",,"cowani","Bousfield & Hendrycks 2002","Parallorchestes cowani"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Protohyale",,,,"Protohyale sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Protohyale",,"canalina","(J. L. Barnard 1979)","Protohyale canalina"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Hyalidae","Hyalinae",,"Protohyale",,"frequens","(Stout 1913)","Protohyale frequens"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Najnidae",,,,,,,"Najnidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Najnidae",,,"Carinonajna",,,,"Carinonajna sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Najnidae",,,"Carinonajna",,"kitamati","(J. L. Barnard 1979)","Carinonajna kitamati"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Phliantidae",,,,,,,"Phliantidae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Phliantidae",,,"Pariphinotus",,,,"Pariphinotus sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Phliantidae",,,"Pariphinotus",,"escabrosus","(J. L. Barnard 1962)","Pariphinotus escabrosus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Talitridae",,,,,,,"Talitridae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Talitridae",,,"Megalorchestia",,,,"Megalorchestia sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Talitridae",,,"Megalorchestia",,"benedicti","(Shoemaker 1930)","Megalorchestia benedicti"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Talitrida","Talitroidea","Talitridae",,,"Megalorchestia",,"corniculata","(Stout 1913)","Megalorchestia corniculata"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida",,,,,,,,,"Hadziida"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea",,,,,,,,"Hadzioidea"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,,,,,"Maeridae"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,"Ceradocus",,,,"Ceradocus sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,"Ceradocus",,"spinicaudus","(Holmes 1908)","Ceradocus spinicaudus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,"Elasmopus",,,,"Elasmopus sp"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,"Elasmopus",,"antennatus","Stout 1913","Elasmopus antennatus"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,"Elasmopus",,"bampo","J. L. Barnard 1979","Elasmopus bampo"
"ARTHROPODA","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca",,"Peracarida","Amphipoda","Senticaudata","Hadziida","Hadzioidea","Maeridae",,,"Elasmopus",,"holgurus","J. L. Barnard 1962","Elasmopus holgurus"
