"","FinalID","tax_rank","phylum","class","order","family","genus","BOLD_Records","BOLD_Records_USA","BOLD_Records_CA","BOLD_Records_SW","BOLD_Records_COI","BOLD_Records_COI_USA","BOLD_Records_COI_CA","BOLD_Records_COI_SW"
"1","Acanthodoris brunnea","species","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris",3,0,0,0,3,0,0,0
"2","Acanthodoris rhodoceras","species","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris",5,4,4,4,5,4,4,4
"3","Acharax johnsoni","species","Mollusca","Bivalvia","Solemyida","Solemyidae","Acharax",3,0,0,0,3,0,0,0
"4","Achelia echinata","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia",4,0,0,0,2,0,0,0
"5","Acila castrensis","species","Mollusca","Bivalvia","Nuculida","Nuculidae","Acila",8,6,0,0,4,2,0,0
"6","Acoetes pacifica","species","Annelida","Polychaeta","Phyllodocida","Acoetidae","Acoetes",2,2,2,2,2,2,2,2
"7","Acteocina harpa","species","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","Acteocina",3,0,0,0,0,0,0,0
"8","Admete viridula","species","Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete",8,0,0,0,8,0,0,0
"9","Admete gracilior","species","Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete",1,1,1,1,0,0,0,0
"10","Adontorhina cyclia","species","Mollusca","Bivalvia","Lucinida","Thyasiridae","Adontorhina",4,4,0,0,2,2,0,0
"11","Aegires albopunctatus","species","Mollusca","Gastropoda","Nudibranchia","Aegiridae","Aegires",4,2,1,1,4,2,1,1
"12","Aglaja ocelligera","species","Mollusca","Gastropoda","Cephalaspidea","Aglajidae","Aglaja",1,1,1,1,1,1,1,1
"13","Lamprops quadriplicata","species","Arthropoda","Malacostraca","Cumacea","Lampropidae","Lamprops",1,1,1,1,1,1,1,1
"14","Alderia willowi","species","Mollusca","Gastropoda",NA,"Limapontiidae","Alderia",64,2,1,1,64,2,1,1
"15","Alia carinata","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia",87,19,19,19,79,14,14,14
"16","Mitrella tuberosa","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Mitrella",13,0,0,0,13,0,0,0
"17","Alienacanthomysis macropsis","species","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis",6,0,0,0,6,0,0,0
"18","Alpheus bellimanus","species","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus",2,0,0,0,2,0,0,0
"19","Alpheus clamator","species","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus",3,0,0,0,3,0,0,0
"20","Alvania compacta","species","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania",9,7,0,0,7,6,0,0
"21","Alvania rosana","species","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania",2,0,0,0,1,0,0,0
"22","Amaeana occidentalis","species","Annelida","Polychaeta","Terebellida","Terebellidae","Amaeana",21,1,1,1,21,1,1,1
"23","Amage anops","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Amage",4,4,1,1,0,0,0,0
"24","Amblyops abbreviatus","species","Arthropoda","Malacostraca","Mysida","Mysidae","Amblyops",1,0,0,0,1,0,0,0
"25","Ammothea hilgendorfi","species","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Ammothea",6,0,0,0,6,0,0,0
"26","Ampelisca agassizi","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",9,9,9,9,6,6,6,6
"27","Ampelisca brachycladus","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",3,3,3,3,3,3,3,3
"28","Ampelisca brevisimulata","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",3,3,3,3,2,2,2,2
"29","Ampelisca careyi","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",18,17,17,17,11,10,10,10
"30","Ampelisca hancocki","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",1,1,1,1,0,0,0,0
"31","Ampelisca pacifica","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",1,1,1,1,1,1,1,1
"32","Ampelisca pugetica","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",6,6,6,6,5,5,5,5
"33","Ampharete acutifrons","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",11,11,5,5,10,10,4,4
"34","Ampharete finmarchica","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",2,1,0,0,2,1,0,0
"35","Ampharete labrops","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",6,2,1,1,4,1,0,0
"36","Amphichondrius granulatus","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphichondrius",4,4,4,4,2,2,2,2
"37","Amphicteis scaphobranchiata","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Amphicteis",1,1,1,1,1,1,1,1
"38","Amphideutopus oculatus","species","Arthropoda","Malacostraca","Amphipoda","Kamakidae","Amphideutopus",4,4,4,4,3,3,3,3
"39","Amphiodia psara","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",1,0,0,0,1,0,0,0
"40","Amphiodia urtica","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",13,11,9,9,11,9,7,7
"41","Amphioplus strongyloplax","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphioplus",2,2,1,1,0,0,0,0
"42","Amphipholis pugetana","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis",4,4,0,0,2,2,0,0
"43","Amphipholis squamata","species","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis",65,22,4,4,53,21,4,4
"44","Amphiporus cruentatus","species","Nemertea","Hoplonemertea","Monostilifera","Amphiporidae","Amphiporus",3,3,0,0,3,3,0,0
"45","Amphisamytha bioculata","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Amphisamytha",2,1,0,0,2,1,0,0
"46","Amphissa versicolor","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa",1,0,0,0,1,0,0,0
"47","Ampithoe lacertosa","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",27,2,2,2,27,2,2,2
"48","Ampithoe longimana","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",36,4,0,0,36,4,0,0
"49","Ampithoe plumulosa","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",6,1,1,1,6,1,1,1
"50","Ampithoe ramondi","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",13,1,0,0,13,1,0,0
"51","Ampithoe valida","species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",86,19,3,3,86,19,3,3
"52","Ancistrosyllis groenlandica","species","Annelida","Polychaeta","Phyllodocida","Pilargidae","Ancistrosyllis",2,0,0,0,2,0,0,0
"53","Anobothrus gracilis","species","Annelida","Polychaeta","Terebellida","Ampharetidae","Anobothrus",2,1,0,0,2,1,0,0
"54","Anonyx lilljeborgi","species","Arthropoda","Malacostraca","Amphipoda","Uristidae","Anonyx",9,2,2,2,9,2,2,2
"55","Anoplodactylus californicus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",9,0,0,0,9,0,0,0
"56","Anoplodactylus erectus","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",1,0,0,0,1,0,0,0
"57","Anoplodactylus viridintestinalis","species","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus",1,0,0,0,1,0,0,0
"58","Anthoptilum grandiflorum","species","Cnidaria","Anthozoa","Pennatulacea","Anthoptilidae","Anthoptilum",16,5,0,0,10,5,0,0
"59","Catonephele antinoe","species","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Catonephele",1,0,0,0,1,0,0,0
"60","Aoroides columbiae","species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides",3,3,1,1,3,3,1,1
"61","Aoroides intermedius","species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides",5,1,0,0,5,1,0,0
"62","Aphelochaeta monilaris","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",2,2,0,0,2,2,0,0
"63","Aphelochaeta phillipsi","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",1,1,1,1,1,1,1,1
"64","Aphrodita refulgida","species","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Aphrodita",1,1,1,1,1,1,1,1
"65","Apionsoma misakianum","species","Annelida","Sipuncula","Phascolosomatida","Phascolosomatidae","Apionsoma",7,3,0,0,7,3,0,0
"66","Aplysiopsis enteromorphae","species","Mollusca","Gastropoda",NA,"Hermaeidae","Aplysiopsis",10,10,9,9,10,10,9,9
"67","Araphura breviaria","species","Arthropoda","Malacostraca","Tanaidacea","Tanaellidae","Araphura",1,1,0,0,0,0,0,0
"68","Archaeomysis grebnitzkii","species","Arthropoda","Malacostraca","Mysida","Mysidae","Archaeomysis",3,1,0,0,3,1,0,0
"69","Argissa hamatipes","species","Arthropoda","Malacostraca","Amphipoda","Argissidae","Argissa",3,0,0,0,3,0,0,0
"70","Argopecten ventricosus","species","Mollusca","Bivalvia","Pectinida","Pectinidae","Argopecten",1,0,0,0,1,0,0,0
"71","Aricidea antennata","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",2,2,2,2,1,1,1,1
"72","Aricidea catherinae","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",9,8,2,2,7,6,1,1
"73","Aricidea cerrutii","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",3,0,0,0,3,0,0,0
"74","Aricidea lopezi","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",4,4,0,0,4,4,0,0
"75","Aricidea pacifica","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",9,0,0,0,9,0,0,0
"76","Aricidea simplex","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",7,5,5,5,6,4,4,4
"77","Aricidea wassi","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Aricidea",1,0,0,0,1,0,0,0
"78","Armandia brevis","species","Annelida","Polychaeta","Opheliida","Opheliidae","Armandia",21,12,0,0,21,12,0,0
"79","Armina californica","species","Mollusca","Gastropoda","Nudibranchia","Arminidae","Armina",4,0,0,0,4,0,0,0
"80","Artacama coniferi","species","Annelida","Polychaeta","Terebellida","Terebellidae","Artacama",3,3,0,0,3,3,0,0
"81","Astropecten armatus","species","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten",6,4,4,4,5,3,3,3
"82","Astropecten californicus","species","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten",9,3,3,3,9,3,3,3
"83","Alia gausapata","species","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia",14,1,0,0,9,0,0,0
"84","Axinopsida serricata","species","Mollusca","Bivalvia","Lucinida","Thyasiridae","Axinopsida",10,10,1,1,6,6,1,1
"85","Barleeia haliotiphila","species","Mollusca","Gastropoda","Littorinimorpha","Barleeiidae","Barleeia",2,0,0,0,1,0,0,0
"86","Baseodiscus delineatus","species","Nemertea","Pilidiophora","Heteronemertea","Valenciniidae","Baseodiscus",9,7,0,0,6,5,0,0
"87","Bathymedon pumilus","species","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Bathymedon",1,1,0,0,1,1,0,0
"88","Berthella californica","species","Mollusca","Gastropoda","Pleurobranchomorpha","Pleurobranchidae","Berthella",1,1,0,0,1,1,0,0
"89","Bipalponephtys cornuta","species","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Bipalponephtys",5,5,1,1,5,5,1,1
"90","Blepharipoda occidentalis","species","Arthropoda","Malacostraca","Decapoda","Blepharipodidae","Blepharipoda",5,4,4,4,5,4,4,4
"91","Boccardia proboscidea","species","Annelida","Polychaeta","Spionida","Spionidae","Boccardia",14,0,0,0,14,0,0,0
"92","Boccardiella hamata","species","Annelida","Polychaeta","Spionida","Spionidae","Boccardiella",18,7,0,0,11,0,0,0
"93","Brada villosa","species","Annelida","Polychaeta","Terebellida","Flabelligeridae","Brada",8,5,0,0,8,5,0,0
"94","Branchiosyllis exilis","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Branchiosyllis",2,0,0,0,2,0,0,0
"95","Brissopsis pacifica","species","Echinodermata","Echinoidea","Spatangoida","Brissidae","Brissopsis",2,0,0,0,2,0,0,0
"96","Bugula neritina","species","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula",676,227,57,57,359,161,45,45
"97","Bulla gouldiana","species","Mollusca","Gastropoda","Cephalaspidea","Bullidae","Bulla",16,14,14,14,9,7,7,7
"98","Byblis millsi","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Byblis",1,1,1,1,1,1,1,1
"99","Byblis veleronis","species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Byblis",1,1,1,1,1,1,1,1
"100","Caecognathia crenulatifrons","species","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Caecognathia",6,6,6,6,5,5,5,5
"101","Californiconus californicus","species","Mollusca","Gastropoda","Neogastropoda","Conidae","Californiconus",25,17,17,17,18,10,10,10
"102","Callithaca tenerrima","species","Mollusca","Bivalvia","Venerida","Veneridae","Callithaca",2,2,0,0,2,2,0,0
"103","Cancer productus","species","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",48,24,2,2,41,24,2,2
"104","Capitella capitata","species","Annelida","Polychaeta",NA,"Capitellidae","Capitella",39,6,3,3,35,2,2,2
"105","Caprella alaskana","species","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella",5,5,0,0,1,1,0,0
"106","Caprella californica","species","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella",43,15,2,2,43,15,2,2
"107","Caprella mendax","species","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella",3,3,2,2,2,2,1,1
"108","Caprella simia","species","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella",14,14,0,0,14,14,0,0
"109","Caprella verrucosa","species","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella",6,0,0,0,5,0,0,0
"110","Cardiomya pectinata","species","Mollusca","Bivalvia",NA,"Cuspidariidae","Cardiomya",4,4,0,0,3,3,0,0
"111","Carinoma mutabilis","species","Nemertea","Palaeonemertea","Carinomiformes","Carinomidae","Carinoma",12,9,2,2,11,8,1,1
"112","Caulleriella pacifica","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Caulleriella",5,5,0,0,5,5,0,0
"113","Cephalophoxoides homilis","species","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Cephalophoxoides",1,1,1,1,0,0,0,0
"114","Ceratocephale loveni","species","Annelida","Polychaeta","Phyllodocida","Nereididae","Ceratocephale",24,0,0,0,19,0,0,0
"115","Cerebratulus albifrons","species","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Cerebratulus",2,2,0,0,2,2,0,0
"116","Cerebratulus californiensis","species","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Cerebratulus",17,17,1,1,16,16,0,0
"117","Cerebratulus lineolatus","species","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Cerebratulus",1,1,0,0,1,1,0,0
"118","Cerebratulus marginatus","species","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Cerebratulus",1,0,0,0,1,0,0,0
"119","Cerebratulus montgomeryi","species","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Cerebratulus",1,1,0,0,1,1,0,0
"120","Cerithideopsis californica","species","Mollusca","Gastropoda",NA,"Potamididae","Cerithideopsis",9,8,8,8,7,6,6,6
"121","Chaetopterus variopedatus","species","Annelida","Polychaeta",NA,"Chaetopteridae","Chaetopterus",10,2,0,0,10,2,0,0
"122","Chaetozone columbiana","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone",1,1,1,1,0,0,0,0
"123","Chaetozone corona","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone",1,1,1,1,0,0,0,0
"124","Chaetozone hartmanae","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone",5,5,5,5,5,5,5,5
"125","Chaetozone setosa","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone",23,0,0,0,22,0,0,0
"126","Chirimia biceps","species","Annelida","Polychaeta",NA,"Maldanidae","Chirimia",9,3,0,0,9,3,0,0
"127","Chloeia pinnata","species","Annelida","Polychaeta","Amphinomida","Amphinomidae","Chloeia",6,6,6,6,1,1,1,1
"128","Chrysopetalum occidentale","species","Annelida","Polychaeta","Phyllodocida","Chrysopetalidae","Chrysopetalum",3,3,2,2,3,3,2,2
"129","Cidarina cidaris","species","Mollusca","Gastropoda","Seguenziida","Eucyclidae","Cidarina",8,0,0,0,8,0,0,0
"130","Ciona robusta","species","Chordata","Ascidiacea","Phlebobranchia","Cionidae","Ciona",52,1,0,0,52,1,0,0
"131","Cirrophorus branchiatus","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Paraonidae","Cirrophorus",2,0,0,0,2,0,0,0
"132","Pectinaria granulata","species","Annelida","Polychaeta","Terebellida","Pectinariidae","Pectinaria",1,0,0,0,1,0,0,0
"133","Compsomyax subdiaphana","species","Mollusca","Bivalvia","Venerida","Veneridae","Compsomyax",3,3,0,0,2,2,0,0
"134","Alternaria conoidea","species","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",1,0,0,0,0,0,0,0
"135","Carex conoidea","species","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Carex",5,4,0,0,0,0,0,0
"136","Cochlicella conoidea","species","Mollusca","Gastropoda","Pulmonata","Cochlicellidae","Cochlicella",4,0,0,0,4,0,0,0
"137","Coelioxys conoidea","species","Arthropoda","Insecta","Hymenoptera","Megachilidae","Coelioxys",22,0,0,0,22,0,0,0
"138","Hydropsyche conoidea","species","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche",4,0,0,0,4,0,0,0
"139","Lensia conoidea","species","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia",5,0,0,0,1,0,0,0
"140","Leptosphaeria conoidea","species","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria",2,0,0,0,0,0,0,0
"141","Maihueniopsis conoidea","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Cactaceae","Maihueniopsis",3,0,0,0,0,0,0,0
"142","Neolloydia conoidea","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Cactaceae","Neolloydia",2,0,0,0,0,0,0,0
"143","Silene conoidea","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",8,0,0,0,0,0,0,0
"144","Cooperella subdiaphana","species","Mollusca","Bivalvia","Venerida","Veneridae","Cooperella",1,1,1,1,0,0,0,0
"145","Corymorpha bigelowi","species","Cnidaria","Hydrozoa","Anthoathecata","Corymorphidae","Corymorpha",25,21,21,21,25,21,21,21
"146","Corynactis californica","species","Cnidaria","Anthozoa","Corallimorpharia","Corallimorphidae","Corynactis",34,2,2,2,16,2,2,2
"147","Cossura pygodactylata","species","Annelida","Polychaeta","Polychaeta_incertae_sedis","Cossuridae","Cossura",5,5,0,0,4,4,0,0
"148","Crangon alaskensis","species","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",6,0,0,0,6,0,0,0
"149","Crangon nigromaculata","species","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",5,0,0,0,5,0,0,0
"150","Crepidula onyx","species","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula",61,56,56,56,60,55,55,55
"151","Crepipatella lingulata","species","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepipatella",111,57,56,56,98,48,47,47
"152","Cryptomya californica","species","Mollusca","Bivalvia","Myida","Myidae","Cryptomya",4,0,0,0,3,0,0,0
"153","Cryptonatica affinis","species","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Cryptonatica",19,7,0,0,18,7,0,0
"154","Cucumaria piperata","species","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria",4,1,0,0,4,1,0,0
"155","Cuspidaria parapodema","species","Mollusca","Bivalvia",NA,"Cuspidariidae","Cuspidaria",1,1,1,1,1,1,1,1
"156","Cyclocardia crebricostata","species","Mollusca","Bivalvia","Carditida","Carditidae","Cyclocardia",1,0,0,0,1,0,0,0
"157","Cyclocardia ventricosa","species","Mollusca","Bivalvia","Carditida","Carditidae","Cyclocardia",3,3,0,0,1,1,0,0
"158","Cylichna diegensis","species","Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Cylichna",2,2,2,2,2,2,2,2
"159","Decamastus gracilis","species","Annelida","Polychaeta",NA,"Capitellidae","Decamastus",8,8,2,2,0,0,0,0
"160","Deflexilodes norvegicus","species","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Deflexilodes",3,2,2,2,1,1,1,1
"161","Delectopecten vancouverensis","species","Mollusca","Bivalvia","Pectinida","Pectinidae","Delectopecten",1,0,0,0,0,0,0,0
"162","Dendraster excentricus","species","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster",26,15,14,14,20,12,12,12
"163","Diaphorodoris lirulatocauda","species","Mollusca","Gastropoda","Nudibranchia","Calycidorididae","Diaphorodoris",3,2,2,2,3,2,2,2
"164","Diastylis crenellata","species","Arthropoda","Malacostraca","Cumacea","Diastylidae","Diastylis",2,1,1,1,2,1,1,1
"165","Diastylis pellucida","species","Arthropoda","Malacostraca","Cumacea","Diastylidae","Diastylis",1,1,1,1,0,0,0,0
"166","Diastylopsis tenuis","species","Arthropoda","Malacostraca","Cumacea","Diastylidae","Diastylopsis",2,2,2,2,2,2,2,2
"167","Diopatra ornata","species","Annelida","Polychaeta","Eunicida","Onuphidae","Diopatra",8,8,1,1,4,4,1,1
"168","Dipolydora bidentata","species","Annelida","Polychaeta","Spionida","Spionidae","Dipolydora",1,1,1,1,0,0,0,0
"169","Dipolydora caulleryi","species","Annelida","Polychaeta","Spionida","Spionidae","Dipolydora",2,2,0,0,0,0,0,0
"170","Dipolydora socialis","species","Annelida","Polychaeta","Spionida","Spionidae","Dipolydora",3,1,1,1,2,0,0,0
"171","Dodecaceria concharum","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria",4,0,0,0,4,0,0,0
"172","Dodecaceria fewkesi","species","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria",3,2,0,0,3,2,0,0
"173","Schistomeringos annulata","species","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos",2,2,0,0,0,0,0,0
"174","Schistomeringos longicornis","species","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos",12,0,0,0,11,0,0,0
"175","Doto columbiana","species","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto",1,0,0,0,1,0,0,0
"176","Doto kya","species","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto",1,1,1,1,1,1,1,1
"177","Drilonereis filum","species","Annelida","Polychaeta","Eunicida","Oenonidae","Drilonereis",2,0,0,0,2,0,0,0
"178","Drilonereis longa","species","Annelida","Polychaeta","Eunicida","Oenonidae","Drilonereis",2,1,0,0,2,1,0,0
"179","Dromalia alexandri","species","Cnidaria","Hydrozoa","Siphonophorae","Rhodaliidae","Dromalia",1,0,0,0,1,0,0,0
"180","Ectopleura crocea","species","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae","Ectopleura",30,9,8,8,28,9,8,8
"181","Edotia sublittoralis","species","Arthropoda","Malacostraca","Isopoda","Idoteidae","Edotia",2,2,2,2,2,2,2,2
"182","Edwardsia juliae","species","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Edwardsia",1,0,0,0,0,0,0,0
"183","Elthusa vulgaris","species","Arthropoda","Malacostraca","Isopoda","Cymothoidae","Elthusa",8,1,1,1,8,1,1,1
"184","Emerita analoga","species","Arthropoda","Malacostraca","Decapoda","Hippidae","Emerita",1744,68,6,6,1744,68,6,6
"185","Ennucula tenuis","species","Mollusca","Bivalvia","Nuculida","Nuculidae","Ennucula",42,6,1,1,38,4,1,1
"186","Odontosyllis enopla","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis",1,0,0,0,1,0,0,0
"187","Ephesiella brevicapitis","species","Annelida","Polychaeta","Phyllodocida","Sphaerodoridae","Ephesiella",1,1,1,1,1,1,1,1
"188","Epitonium sawinae","species","Mollusca","Gastropoda",NA,"Epitoniidae","Epitonium",13,5,1,1,9,5,1,1
"189","Ericthonius brasiliensis","species","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ericthonius",5,3,3,3,5,3,3,3
"190","Ericthonius rubricornis","species","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ericthonius",1,1,0,0,0,0,0,0
"191","Eteone pacifica","species","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eteone",3,0,0,0,3,0,0,0
"192","Eualus subtilis","species","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Eualus",4,4,0,0,4,4,0,0
"193","Eudistylia vancouveri","species","Annelida","Polychaeta","Sabellida","Sabellidae","Eudistylia",27,6,0,0,23,6,0,0
"194","Eudorella pacifica","species","Arthropoda","Malacostraca","Cumacea","Leuconidae","Eudorella",3,3,0,0,3,3,0,0
"195","Eulalia levicornuta","species","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia",3,3,3,3,2,2,2,2
"196","Eulalia quadrioculata","species","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia",15,7,0,0,11,4,0,0
"197","Eulima raymondi","species","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Eulima",1,0,0,0,1,0,0,0
"198","Eumida longicornuta","species","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida",14,7,2,2,13,7,2,2
"199","Euphilomedes carcharodonta","species","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Euphilomedes",19,19,15,15,16,16,13,13
"200","Euphilomedes producta","species","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Euphilomedes",7,7,5,5,7,7,5,5
"201","Eupolymnia heterobranchia","species","Annelida","Polychaeta","Terebellida","Terebellidae","Eupolymnia",3,0,0,0,3,0,0,0
"202","Eusyllis blomstrandi","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Eusyllis",26,0,0,0,24,0,0,0
"203","Eusyllis habei","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Eusyllis",5,5,0,0,4,4,0,0
"204","Eusyllis transecta","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Eusyllis",1,1,1,1,0,0,0,0
"205","Excirolana chiltoni","species","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Excirolana",21,19,18,18,21,19,18,18
"206","Exogone dwisula","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Exogone",3,3,0,0,0,0,0,0
"207","Exogone lourei","species","Annelida","Polychaeta","Phyllodocida","Syllidae","Exogone",2,2,0,0,0,0,0,0
"208","Fabia subquadrata","species","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Fabia",4,4,0,0,2,2,0,0
"209","Flabelligera infundibularis","species","Annelida","Polychaeta","Terebellida","Flabelligeridae","Flabelligera",1,0,0,0,1,0,0,0
