NC_project_short_code,final_classification,preliminary_classification,class_code,kingdom,phylum_division,class,order,family,genus,species
NC_RockyIt,erythroglossum californicum,anisocladella pacifica,231,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Erythroglossum,californicum
NC_RockyIt,erythrophyllum delesserioides,erythroglossum californicum,232,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Erythrophyllum,delesserioides
NC_RockyIt,erythrophyllum delesserioides,erythrophyllum delesserioides,233,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Erythrophyllum,delesserioides
NC_RockyIt,eudendrium californicum,eudendrium californicum,234,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,californicum
NC_RockyIt,eudendrium californicum,eudendrium californicum,234,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,californicum
NC_RockyIt,eudistylia polymorpha,eudistylia polymorpha,235,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,polymorpha
NC_RockyIt,euherdmania claviformis,euherdmania claviformis,236,Animalia,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,claviformis
NC_RockyIt,eupentacta quinquesemita/pseudoquinquesemita,eupentacta quinquesemita,237,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,quinquesemita/pseudoquinquesemita
NC_RockyIt,eurystomella bilabiata,eurystomella bilabiata,238,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eurystomellidae,Eurystomella,bilabiata
NC_RockyIt,eurystomella bilabiata,eurystomella bilabiata,238,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eurystomellidae,Eurystomella,bilabiata
NC_RockyIt,eurystomella bilabiata,eurystomella bilabiata,238,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eurystomellidae,Eurystomella,bilabiata
NC_RockyIt,eurystomella bilabiata,eurystomella bilabiata,238,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eurystomellidae,Eurystomella,bilabiata
NC_RockyIt,eurystomella bilabiata,eurystomella bilabiata,238,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eurystomellidae,Eurystomella,bilabiata
NC_RockyIt,evasterias troschelii,evasterias troschelii,239,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii
NC_RockyIt,farlowia compressa,farlowia compressa,240,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Farlowia,compressa
NC_RockyIt,farlowia compressa,farlowia compressa,240,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Farlowia,compressa
NC_RockyIt,farlowia mollis,farlowia mollis,241,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Farlowia,mollis
NC_RockyIt,farlowia mollis,farlowia mollis,241,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Farlowia,mollis
NC_RockyIt,farlowia/pikea spp,farlowia conferta,242,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia conferta,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,farlowia/pikea spp,farlowia/pikea spp,243,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Dumontiaceae,farlowia/pikea,spp
NC_RockyIt,fauchea laciniata,fauchea laciniata,244,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Faucheaceae,Fauchea,laciniata
NC_RockyIt,fauchea laciniata,fauchea laciniata,244,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Faucheaceae,Fauchea,laciniata
NC_RockyIt,fissurella rubropicta,fissurella rubropicta,245,Animalia,Mollusca,Gastropoda,,Fissurellidae,Fissurella,rubropicta
NC_RockyIt,fissurella volcano,fissurella volcano,246,Animalia,Mollusca,Gastropoda,,Fissurellidae,Fissurella,volcano
NC_RockyIt,flabellina iodinea,flabellinopsis iodinea,247,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,iodinea
NC_RockyIt,flustrellidra corniculata,flustrellidra corniculata,248,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra,corniculata
NC_RockyIt,fucus distichus,fucus spp,249,Chromista,,,,,,
NC_RockyIt,fusinus luteopictus,fusinus luteopictus,250,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Fusinus,luteopictus
NC_RockyIt,fusinus luteopictus,fusinus luteopictus,250,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Fusinus,luteopictus
NC_RockyIt,gastroclonium parvum,gastroclonium parvum,251,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Gastroclonium,parvum
NC_RockyIt,gastroclonium subarticulatum,gastroclonium subarticulatum,252,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Gastroclonium,subarticulatum
NC_RockyIt,gelidium coulteri,gelidium coulteri,253,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri
NC_RockyIt,gelidium coulteri,gelidium coulteri,253,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium coulteri/pusillum,gelidium coulteri/pusillum,254,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,coulteri/pusillum
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium purpurascens,gelidium purpurascens,255,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,purpurascens
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium pusillum,gelidium pusillum,256,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,pusillum
NC_RockyIt,gelidium robustum,gelidium robustum,257,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,robustum
NC_RockyIt,gelidium robustum,gelidium robustum,257,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,robustum
NC_RockyIt,gelidium spp,gelidium spp,258,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,spp
NC_RockyIt,gersemia rubiformis,gersemia rubiformis,259,Animalia,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Gersemia,rubiformis
NC_RockyIt,gersemia rubiformis,gersemia rubiformis,259,Animalia,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Gersemia,rubiformis
NC_RockyIt,girella nigricans,girella nigricans,260,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Girella,nigricans
NC_RockyIt,glans carpenteri,glans carpenteri,261,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glans,carpenteri
NC_RockyIt,gloiopeltis furcata,gloiopeltis furcata,262,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Endocladiaceae,Gloiopeltis,furcata
NC_RockyIt,gloiosiphonia californica,gloiosiphonia californica,263,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gloiosiphoniaceae,Gloiosiphonia,californica
NC_RockyIt,gloiosiphonia californica,gloiosiphonia capillaris,264,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gloiosiphoniaceae,Gloiosiphonia,californica
NC_RockyIt,gloiosiphonia californica,gloiosiphonia capillaris,264,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gloiosiphoniaceae,Gloiosiphonia,californica
NC_RockyIt,gobiesox spp,gobiesox spp,265,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox,spp
NC_RockyIt,gobiesox spp,gobiesox spp,265,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox,spp
NC_RockyIt,gobiesox spp,gobiesox spp,265,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox,spp
NC_RockyIt,gracilariopsis andersonii/papenfussii,gracilariopsis andersonii/papenfussii,266,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilariopsis,andersonii/papenfussii
NC_RockyIt,gracilaria robusta,gracilaria robusta,267,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,robusta
NC_RockyIt,gracilaria textorii,gracilaria textorii,268,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,textorii
NC_RockyIt,gracilariopsis andersonii/papenfussii,gracilaria andersonii/sjoestedtii,269,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilariopsis,andersonii/papenfussii
NC_RockyIt,gracilariopsis andersonii/papenfussii,gracilaria spp,270,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilariopsis,andersonii/papenfussii
NC_RockyIt,gracilariopsis andersonii/papenfussii,gracilariopsis andersonii/papenfussii,271,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilariopsis,andersonii/papenfussii
NC_RockyIt,grateloupia californica,grateloupia doryphora,272,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,californica
NC_RockyIt,grateloupia californica,grateloupia doryphora,272,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,californica
NC_RockyIt,grateloupia californica,grateloupia doryphora,272,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,californica
NC_RockyIt,grateloupia californica,grateloupia doryphora,272,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,californica
NC_RockyIt,grateloupia californica,grateloupia doryphora,272,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,californica
NC_RockyIt,grateloupia californica,grateloupia doryphora,272,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,californica
NC_RockyIt,grateloupia/prionitis spp,grateloupia/prionitis spp,273,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,.,spp
NC_RockyIt,grateloupia/prionitis spp,grateloupia/prionitis spp,273,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,.,spp
NC_RockyIt,griffithsia pacifica,griffithsia pacifica,274,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Griffithsia,pacifica
NC_RockyIt,gymnogongrus chiton,gymnogongrus chiton,275,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Gymnogongrus,chiton
NC_RockyIt,ahnfeltiopsis leptophylla,gymnogongrus leptophyllus,276,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Ahnfeltiopsis,leptophylla
NC_RockyIt,ahnfeltiopsis leptophylla,gymnogongrus leptophyllus,276,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Ahnfeltiopsis,leptophylla
NC_RockyIt,ahnfeltiopsis leptophylla,gymnogongrus leptophyllus,276,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Ahnfeltiopsis,leptophylla
NC_RockyIt,ahnfeltiopsis leptophylla,gymnogongrus leptophyllus,277,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Ahnfeltiopsis,leptophylla
NC_RockyIt,ahnfeltiopsis leptophylla,gymnogongrus platyphyllus,278,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Ahnfeltiopsis,leptophylla
NC_RockyIt,halichondria panicea,halichondria spp,279,Animalia,Porifera,Demospongiae,Halichondrida,Halichondriidae,Halichondria,panicea
NC_RockyIt,halichondria spp,halichondria spp,279,Animalia,Porifera,Demospongiae,Halichondrida,Halichondriidae,Halichondria,spp
NC_RockyIt,haliclona spp,haliclona spp,280,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,spp
NC_RockyIt,halicystis ovalis,halicystis ovalis,281,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Derbesiaceae,Halicystis,ovalis
NC_RockyIt,halidrys dioica,halidrys dioica,282,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Halidrys,dioica
NC_RockyIt,haliotis cracherodii,haliotis cracherodii,283,Animalia,Mollusca,Gastropoda,,Haliotidae,Haliotis,cracherodii
NC_RockyIt,haliotis rufescens,haliotis rufescens,284,Animalia,Mollusca,Gastropoda,,Haliotidae,Haliotis,rufescens
NC_RockyIt,haliptylon gracile,haliptylon gracile,285,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Haliptilon,gracile
NC_RockyIt,halosaccion glandiforme,halosaccion glandiforme,286,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Halosaccion,glandiforme
NC_RockyIt,halosaccion glandiforme,halosaccion glandiforme,286,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Halosaccion,glandiforme
NC_RockyIt,halymenia/schizymenia spp,dilsea californica,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,halymenia/schizymenia spp,287,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,schizymenia pacifica,288,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,halymenia/schizymenia spp,schizymenia spp,289,Plantae,Rhodophyta,Florideophyceae,.,.,halymenia/schizymenia,spp
NC_RockyIt,haminoea virescens,haminoea virescens,290,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,virescens
NC_RockyIt,haplogloia andersonii,haplogloia andersonii,291,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Haplogloia,andersonii
NC_RockyIt,haplogloia andersonii,haplogloia andersonii,291,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Haplogloia,andersonii
NC_RockyIt,haplogloia andersonii,haplogloia andersonii,291,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Haplogloia,andersonii
NC_RockyIt,harmothoe imbricata,harmothoe imbricata,292,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,imbricata
NC_RockyIt,harmothoe imbricata,harmothoe imbricata,292,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,imbricata
NC_RockyIt,hedophyllum sessile,hedophyllum sessile,293,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Hedophyllum,sessile
NC_RockyIt,hedophyllum sessile,hedophyllum sessile,293,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Hedophyllum,sessile
NC_RockyIt,hemigrapsus nudus,hemigrapsus nudus,294,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,nudus
NC_RockyIt,hemigrapsus oregonensis,hemigrapsus oregonensis,295,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,oregonensis
NC_RockyIt,henricia spp,henricia leviuscula,296,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,spp
NC_RockyIt,henricia spp,henricia spp,297,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,spp
NC_RockyIt,henricia spp,henricia spp,297,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,spp
NC_RockyIt,henricia spp,henricia spp,297,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,spp
NC_RockyIt,heptacarpus pictus,heptacarpus pictus,298,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,sitchensis
NC_RockyIt,hermissenda crassicornis,hermissenda crassicornis,299,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Hermissenda,crassicornis
NC_RockyIt,herposiphonia littoralis,herposiphonia littoralis,300,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,littoralis
NC_RockyIt,herposiphonia littoralis,herposiphonia littoralis,300,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,littoralis
NC_RockyIt,herposiphonia plumula,herposiphonia plumula,301,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,plumula
NC_RockyIt,herposiphonia plumula,herposiphonia plumula,301,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,plumula
NC_RockyIt,herposiphonia plumula,herposiphonia plumula,301,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,plumula
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,herposiphonia verticillata,herposiphonia verticillata,302,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,verticillata
NC_RockyIt,hesperophycus californicus,hesperophycus harveyanus,303,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Hesperophycus,californicus
NC_RockyIt,heteropora alaskensis,heteropora alaskensis,304,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Heteroporidae,Heteropora,alaskensis
NC_RockyIt,heterosiphonia japonica,heterosiphonia japonica,305,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Heterosiphonia,japonica
NC_RockyIt,heterosiphonia japonica,heterosiphonia japonica,305,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Heterosiphonia,japonica
NC_RockyIt,heterosiphonia japonica,heterosiphonia japonica,305,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Heterosiphonia,japonica
NC_RockyIt,heterosiphonia japonica,heterosiphonia japonica,305,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Heterosiphonia,japonica
NC_RockyIt,hildenbrandia/peyssonnelia spp,hildenbrandia/peyssonnelia spp,306,Plantae,Rhodophyta,Florideophyceae,,.,.,spp
NC_RockyIt,hildenbrandia/peyssonnelia spp,hildenbrandia/peyssonnelia spp,306,Plantae,Rhodophyta,Florideophyceae,,.,.,spp
NC_RockyIt,hildenbrandia/peyssonnelia spp,red crust,307,Plantae,Rhodophyta,Florideophyceae,,.,.,spp
NC_RockyIt,hinnites giganteus,hinnites giganteus,308,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Hinnites,giganteus
NC_RockyIt,hippodiplosia insculpta,hippodiplosia insculpta,309,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Hippodiplosia,insculpta
NC_RockyIt,homalopoma spp,homalopoma baculum,310,Animalia,Mollusca,Gastropoda,,Colloniidae,Homalopoma,spp
NC_RockyIt,homalopoma spp,homalopoma baculum,310,Animalia,Mollusca,Gastropoda,,Colloniidae,Homalopoma,spp
NC_RockyIt,homalopoma spp,homalopoma baculum/luridum,311,Animalia,Mollusca,Gastropoda,,Colloniidae,Homalopoma,spp
NC_RockyIt,homalopoma spp,homalopoma baculum/luridum,311,Animalia,Mollusca,Gastropoda,,Colloniidae,Homalopoma,spp
NC_RockyIt,homalopoma spp,homalopoma luridum,312,Animalia,Mollusca,Gastropoda,,Colloniidae,Homalopoma,spp
NC_RockyIt,hypnea johnstonii,hypnea johnstonii,313,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Hypnea,johnstonii
NC_RockyIt,hypnea spp,hypnea spp,314,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Hypnea,spp
NC_RockyIt,hypnea valentiae,hypnea valentiae,315,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Hypnea,valentiae
NC_RockyIt,idotea spp,idotea spp,316,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,spp
NC_RockyIt,idotea spp,idotea spp,316,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,spp
NC_RockyIt,jania crassa,jania crassa,317,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,crassa
NC_RockyIt,jania tenella,jania tenella,318,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,tenella
NC_RockyIt,jania tenella,jania tenella,318,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,tenella
NC_RockyIt,jenneria pustulata,jenneria pustulata,319,Animalia,Mollusca,Gastropoda,Littorinimorpha,Pediculariidae,Jenneria,pustulata
NC_RockyIt,notoacmea paleacea,kalypso paleacea,320,Animalia,Mollusca,Gastropoda,,Lottiidae,Tectura,paleacea
NC_RockyIt,katharina tunicata,katharina tunicata,321,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata
NC_RockyIt,kelletia kelletii,kelletia kelletii,322,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,kelletii
NC_RockyIt,kelletia kelletii,kelletia kelletii,322,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,kelletii
